time;cwnd1;cwnd2;cwnd3;rtt1;rtt2;rtt3;bytes1;bytes2;bytes3
184.54999999997713;169841.79999999999;1460;1460;0.17999999999999999;0.0;0.0;172887040;0;0
184.55999999997712;169891.44;1460;1460;0.17999999999999999;0.0;0.0;172887040;0;0
184.56999999997711;169942.54000000001;1460;1460;0.17999999999999999;0.0;0.0;172887040;0;0
184.5799999999771;169992.18000000002;1460;1460;0.17999999999999999;0.0;0.0;172893040;0;0
184.5899999999771;170030.14000000001;1460;1460;0.17999999999999999;0.0;0.0;172905040;0;0
184.59999999997709;170092.91999999998;1460;1460;0.17999999999999999;0.0;0.0;172914040;0;0
184.60999999997708;170142.56;1460;1460;0.17999999999999999;0.0;0.0;172926040;0;0
184.61999999997707;170192.19999999998;1460;1460;0.17999999999999999;0.0;0.0;172936540;0;0
184.62999999997706;170243.30000000002;1460;1460;0.17999999999999999;0.0;0.0;172950040;0;0
184.63999999997705;170254.98000000001;1460;1460;0.19;0.0;0.0;172960540;0;0
184.64999999997704;170254.98000000001;1460;1460;0.19;0.0;0.0;172972540;0;0
184.65999999997703;170254.98000000001;1460;1460;0.19;0.0;0.0;172984540;0;0
184.66999999997702;170279.79999999999;1460;1460;0.19;0.0;0.0;172996540;0;0
184.67999999997701;170330.90000000002;1460;1460;0.19;0.0;0.0;173007040;0;0
184.689999999977;170367.39999999999;1460;1460;0.19;0.0;0.0;173019040;0;0
184.699999999977;170418.5;1460;1460;0.19;0.0;0.0;173031040;0;0
184.70999999997699;170455.0;1460;1460;0.19;0.0;0.0;173043040;0;0
184.71999999997698;170506.10000000001;1460;1460;0.19;0.0;0.0;173056540;0;0
184.72999999997697;170555.73999999999;1460;1460;0.19;0.0;0.0;173061040;0;0
184.73999999997696;170605.38;1460;1460;0.19;0.0;0.0;173061040;0;0
184.74999999997695;170655.01999999999;1460;1460;0.19;0.0;0.0;173061040;0;0
184.75999999997694;170704.66;1460;1460;0.19;0.0;0.0;173064040;0;0
184.76999999997693;170755.76000000001;1460;1460;0.19;0.0;0.0;173074540;0;0
184.77999999997692;170805.39999999999;1460;1460;0.19;0.0;0.0;173086540;0;0
184.78999999997691;170855.04000000001;1460;1460;0.19;0.0;0.0;173097040;0;0
184.7999999999769;170904.68000000002;1460;1460;0.19;0.0;0.0;173107540;0;0
184.8099999999769;170954.32000000001;1460;1460;0.19;0.0;0.0;173119540;0;0
184.81999999997689;170979.13999999998;1460;1460;0.17999999999999999;0.0;0.0;173130040;0;0
184.82999999997688;170979.13999999998;1460;1460;0.17999999999999999;0.0;0.0;173142040;0;0
184.83999999997687;170979.13999999998;1460;1460;0.17999999999999999;0.0;0.0;173154040;0;0
184.84999999997686;170992.28;1460;1460;0.17999999999999999;0.0;0.0;173167540;0;0
184.85999999997685;171030.24000000002;1460;1460;0.17999999999999999;0.0;0.0;173178040;0;0
184.86999999997684;171079.88;1460;1460;0.17999999999999999;0.0;0.0;173188540;0;0
184.87999999997683;171129.52000000002;1460;1460;0.17999999999999999;0.0;0.0;173202040;0;0
184.88999999997682;171166.01999999999;1460;1460;0.17999999999999999;0.0;0.0;173212540;0;0
184.89999999997681;171217.12;1460;1460;0.17999999999999999;0.0;0.0;173224540;0;0
184.9099999999768;171266.76000000001;1460;1460;0.17999999999999999;0.0;0.0;173236540;0;0
184.9199999999768;171316.39999999999;1460;1460;0.17999999999999999;0.0;0.0;173236540;0;0
184.92999999997679;171366.03999999998;1460;1460;0.17999999999999999;0.0;0.0;173236540;0;0
184.93999999997678;171415.67999999999;1460;1460;0.17999999999999999;0.0;0.0;173238040;0;0
184.94999999997677;171465.31999999998;1460;1460;0.17999999999999999;0.0;0.0;173247040;0;0
184.95999999997676;171503.28;1460;1460;0.17999999999999999;0.0;0.0;173260540;0;0
184.96999999997675;171564.60000000001;1460;1460;0.17999999999999999;0.0;0.0;173269540;0;0
184.97999999997674;171602.56;1460;1460;0.17999999999999999;0.0;0.0;173281540;0;0
184.98999999997673;171652.19999999998;1460;1460;0.17999999999999999;0.0;0.0;173292040;0;0
184.99999999997672;171701.84;1460;1460;0.19;0.0;0.0;173302540;0;0
185.00999999997671;171701.84;1460;1460;0.19;0.0;0.0;173314540;0;0
185.0199999999767;171701.84;1460;1460;0.19;0.0;0.0;173326540;0;0
185.0299999999767;171713.51999999999;1460;1460;0.19;0.0;0.0;173338540;0;0
185.03999999997669;171751.48000000001;1460;1460;0.19;0.0;0.0;173350540;0;0
185.04999999997668;171801.12;1460;1460;0.19;0.0;0.0;173361040;0;0
185.05999999997667;171837.62;1460;1460;0.19;0.0;0.0;173373040;0;0
185.06999999997666;171887.25999999998;1460;1460;0.19;0.0;0.0;173385040;0;0
185.07999999997665;171936.89999999999;1460;1460;0.19;0.0;0.0;173397040;0;0
185.08999999997664;171974.85999999999;1460;1460;0.19;0.0;0.0;173410540;0;0
185.09999999997663;172024.5;1460;1460;0.19;0.0;0.0;173410540;0;0
185.10999999997662;172074.13999999998;1460;1460;0.19;0.0;0.0;173410540;0;0
185.11999999997661;172122.32000000001;1460;1460;0.19;0.0;0.0;173410540;0;0
185.1299999999766;172171.95999999999;1460;1460;0.19;0.0;0.0;173419540;0;0
185.1399999999766;172221.59999999998;1460;1460;0.19;0.0;0.0;173431540;0;0
185.14999999997659;172271.23999999999;1460;1460;0.19;0.0;0.0;173442040;0;0
185.15999999997658;172320.88;1460;1460;0.19;0.0;0.0;173452540;0;0
185.16999999997657;172370.51999999999;1460;1460;0.19;0.0;0.0;173464540;0;0
185.17999999997656;172420.16;1460;1460;0.17999999999999999;0.0;0.0;173475040;0;0
185.18999999997655;172420.16;1460;1460;0.17999999999999999;0.0;0.0;173487040;0;0
185.19999999997654;172420.16;1460;1460;0.17999999999999999;0.0;0.0;173499040;0;0
185.20999999997653;172420.16;1460;1460;0.17999999999999999;0.0;0.0;173511040;0;0
185.21999999997652;172456.66;1460;1460;0.17999999999999999;0.0;0.0;173524540;0;0
185.22999999997651;172506.29999999999;1460;1460;0.17999999999999999;0.0;0.0;173533540;0;0
